=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
SKODA                | SUPERB                         | TMBAH6NB5E9990012   
SKODA                | SUPERB                         | TMBAB6NP4M7017842   
SKODA                | SUPERB                         | TMBAB8NP4R7023319   
LEXUS                | LC500                          | JTHHP5AY4HA000961   
LEXUS                | LC500                          | JTHHP5AY9RA108140   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB8LA230750   
DODGE                | NITRO                          | 1D8GU58K18W130711   
SKODA                | SUPERB                         | TMBAB6NP3K7063014   
DODGE                | NITRO                          | 3D4PG4FB0BT505426   
DODGE                | NITRO                          | 1D8GU58KX9W521969   
RENAULT              | MASTER                         | VF1F6RCC0SB097581   
DODGE                | NITRO                          | 3D4GG47B29T581237   
DODGE                | NITRO                          | 3D4PG4FB3AT230004   
DODGE                | NITRO                          | 1D8GU58K79W518463   
MERCEDES BENZ        | S560                           | W1K2221211A554580   
RENAULT              | MASTER                         | VF1F6RCK2NB040245   
SMART                | FORTWO                         | WMEEJ3BA0CK527878   
SMART                | FORTWO                         | WMEEK3BA0DK649364   
SMART                | FORTWO                         | WMEEJ3BA2DK722916   
SMART                | FORTWO                         | WMEFJ5DA7GK056833   
BMW                  | 325I                           | WBAVH31028A260417   
BMW                  | 318I                           | WBA8E3107GK494759   
LEXUS                | LC500                          | JTHHP5AY5HA000161   
KIA                  | SONET                          | 5XYRL4LC7MG022279   
BMW                  | 318I                           | WBA8E3106GK494199   
MERCEDES BENZ        | S500 L                         | WDB2201751A410874   
TOYOTA               | 1998                           | 4T3ZF13C0WU025292   
BMW                  | 325I                           | WBABW33444PL29687   
BMW                  | 318I                           | WBABP710X3JY80910   
TOYOTA               | ECHO                           | JTDBW133010023279   
BMW                  | 318I                           | WBABW71024PK51207   
DODGE                | NITRO                          | 1D4PU2GK9BW598095   
BMW                  | 325I                           | WBAVB11097VE40462   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB1MA298891   
MERCEDES BENZ        | S560                           | WDDUG8GB3JA405340   
MERCEDES BENZ        | S560                           | WDDUG8GB5KA434209   
MERCEDES BENZ        | GLE53 AMG                      | W1NFB6BBOPA835678   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB1NA593538   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB0MA360345   
LEXUS                | LC500                          | JTHHP5AY5LA008110   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB1RB042011   
MERCEDES BENZ        | S500 L                         | W1K2231631A077531   
BMW                  | 325I                           | WBABW33465PL34794   
BMW                  | 325I                           | WBAWB3103AP114021   
BMW                  | 318I                           | WBA28FF00S8F05780   
DODGE                | NITRO                          | 1D8GU58X89W507905   
MERCEDES BENZ        | S500 L                         | WDB2201751A235665   
DODGE                | NITRO                          | 1D8GU28K38W238195   
MERCEDES BENZ        | GLE53 AMG                      | 4JGFD6BB3MA308095   
RENAULT              | MASTER                         | VF1F6RCK3SB098733   
BMW                  | 325I                           | WBAWL11059PZ76489   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BBXRB042704   
TOYOTA               | TOYOTA LAND CRUISER            | JTFLJ73J516004607   
MERCEDES BENZ        | S500 L                         | WDBFA68F6XF176186   
MERCEDES BENZ        | S560                           | WDD2229861A475688   
LEXUS                | LC500                          | JTHHP5AYXTA112656   
MERCEDES BENZ        | S500 L                         | W1K2231631A007021   
DODGE                | NITRO                          | 1D4PU5GK5BW568402   
BMW                  | 325I                           | WBAVB11077VE40587   
BMW                  | 325I                           | WBAVB11046VB65677   
CHANGAN              | UNI-T                          | LS5A3DKE4RA700460   
CHANGAN              | UNI-T                          | LS5A3DKE8SA992698   
MERCEDES BENZ        | S500 L                         | W1K6G6DB8MA020796   
TOYOTA               | TOYOTA LAND CRUISER            | JTFLU71J1F7002686   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB7SB279415   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB1RB042011   
TOYOTA               | ECHO                           | JTDBW1336Y0012359   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB9LA235617   
MERCEDES BENZ        | S500 L                         | W1K2231631A065845   
MERCEDES BENZ        | S560                           | WDDUG8GB3JA405340   
CHANGAN              | UNI-T                          | LS4ASE2E3RJ137463   
CHANGAN              | UNI-T                          | LS5A3DKE0PA992928   
CHANGAN              | UNI-T                          | LS5A3DKE4PA992785   
TOYOTA               | ECHO                           | JTDBW133050068955   
DODGE                | NITRO                          | 1D4PU5GK4BW572103   
MERCEDES BENZ        | S500 L                         | WDBGA51E5PA138123   
TOYOTA               | ECHO                           | JTDBW133120030419   
MERCEDES BENZ        | S500 L                         | W1K6G6DB0RA288359   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB9PA835317   
BMW                  | 325I                           | WBAET35000NF95040   
MERCEDES BENZ        | S560                           | W1KXJ8GB3MA051239   
RENAULT              | MASTER                         | VF1F6RCK2LB523599   
MERCEDES BENZ        | S500 L                         | WDBGA51E2SA253223   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB7LA271192   
TOYOTA               | ECHO                           | JTDBW133540055326   
TOYOTA               | ECHO                           | JTDBW123120031409   
TOYOTA               | ECHO                           | JTDJT123650093753   
CHANGAN              | UNI-T                          | LS5A3DKE4SA218576   
CHANGAN              | UNI-T                          | LS5A3DKE8MA990002   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB8NA580267   
DODGE                | NITRO                          | 1D8GU28KX7W655361   
MERCEDES BENZ        | S560                           | W1KUG8DB5LA572113   
CHANGAN              | UNI-T                          | LS5A3DKE3SA992169   
CHANGAN              | UNI-T                          | LS5A3DKE1NA990005   
BENTLEY              | CONTINENTAL GT                 | SCBC11ZG8PC008925   
BENTLEY              | CONTINENTAL GT                 | SCBCV1ZG6NC004289   
BENTLEY              | CONTINENTAL GT                 | SCBCV1ZG1NC095715   
BMW                  | 318I                           | WBAAU51060KN00718   
BENTLEY              | MULSANNE                       | SCBBM63Y1JC003381   
CHERY                | RX                             | LVTDB24B8SG003370   
TOYOTA               | ECHO                           | JTDBW133535001770   
JEEP                 | PATRIOT                        | 1J4NT2GB8BD109621   
JEEP                 | PATRIOT                        | 1J8FF28W47D308734   
JEEP                 | PATRIOT                        | 1C4NJRFB1ED641531   
JEEP                 | PATRIOT                        | 1J8FFF8W78D658058   
JEEP                 | PATRIOT                        | 1J4NF1GB3BD155102   
JEEP                 | PATRIOT                        | 1J4FFF8B39D161847   
MERCEDES BENZ        | CLS500                         | WDDLJ7DB7EA122246   
JEEP                 | PATRIOT                        | 1J8FFF8W58D667762   
JEEP                 | PATRIOT                        | 1J4FFF8B09D186074   
JEEP                 | PATRIOT                        | 1C4NJPFA2ED864818   
MERCEDES BENZ        | CLS500                         | WDDLJ7DB6GA165589   
MERCEDES BENZ        | CLS500                         | WDD2193721A079212   
MG                   | 350                            | LSJA16E91CG000045   
MERCEDES BENZ        | CLS500                         | WDD2193721A147920   
MERCEDES BENZ        | GLE350                         | 4JGFB4FB2RB120125   
MG                   | 350                            | LSJA16E90EG012772   
MERCEDES BENZ        | GLE350                         | 4JGFB4FB0SB491516   
MERCEDES BENZ        | GLE350                         | 4JGFB4KB6PA953788   
MERCEDES BENZ        | CLS500                         | WDDDJ72XX8A131014   
MERCEDES BENZ        | CLS500                         | WDDDJ72X09A155808   
